,Tweet,following,followers,actions,is_retweet,location,Type,Unnamed: 7,Type_num
11446,If everyone just did Stark hugs. They would be the best hugs in the world. #GameofThronespic.twitter.com/Sm05WOgfmn,0.0,54100.0,98.0,0.0,"Sept Ashes, Kings Landing",Quality,,0
11452,This would be such a glorious pooppic.twitter.com/oviCQrDi6P,0.0,1920000.0,,0.0,The Mancave,Quality,,0
11456,"if you judge a fish by its ability to climb a tree, it will live the whole life believing that it is a failurepic.twitter.com/c25WxT9dtp",0.0,15300000.0,,0.0,Suisse,Quality,,0
11468,TENTSILE TREE TENT take your camping experience to a new level @ http://minimalhome.com  http://ow.ly/YuAtR  https://twitter.com/minimalhomes/status/701863635002462209/photo/1pic.twitter.com/iKuk46XhfY,0.0,103000.0,0.0,0.0,"Lisbon, Portugal",Quality,,0
11474,7 things to know about postponement of LSU vs. Florida https://t.co/yipx47Jvc9,7176.0,27627.0,42796.0,0.0,United States,Spam,,1
11479,actually i secretly miss you every night before I sleep.,0.0,45100.0,1228.0,0.0,PH/MY,Quality,,0
11526,'The Vegetarian' Wins Man Booker International Prize For Fictionhttp://n.pr/1YxXnCe,71200.0,7710000.0,125.0,0.0,,Quality,,0
11532,Oh Sehun + perfection = ╥﹏╥pic.twitter.com/mNTRG6O9Iy,0.0,75300.0,340.0,0.0,,Quality,,0
11537,Trial of suspected Charleston Church shooter Dylann Roof to start https://t.co/IhToeGZJ5g https://t.co/mrAtNrdWLI,5979.0,60781.0,43827.0,0.0,United States,Spam,,1
11542,"The first gong of the night is a Special Achievement Award. To Accrington’s finest, Mr @BumbleCricket #EnglandAwardshttps://amp.twimg.com/v/893e763f-e34a-4ca3-b968-ccdfb9465768 …",0.0,594000.0,470.0,0.0,,Quality,,0
11547,"Retweeted Giselle (@giselle1900):

CODE RED󾭏󾭏BOTH EUTH LISTED FOR 5/11󾌺WILL BE KILLED AT ANYTIME... http://fb.me/2MCnZo3dr",32400.0,51600.0,,0.0,South Florida,Quality,,0
11564,160517 #Jonghyun #Minho - Anan Magazine. Credits: taemin2duckpic.twitter.com/YUiUmnGwGf,0.0,68900.0,509.0,0.0,,Quality,,0
11566,.@alunageorge perform 'I Remember' & a mesmerising cover of @justinbieber's 'Company' http://bbc.in/1TVwYKv pic.twitter.com/AGvIHGdnAa,0.0,3020000.0,957.0,0.0,UK,Quality,,0
11576,Woman Sees Her 'Slave Cabin' Birthplace in DC Museum https://t.co/WDJs7qVC75 https://t.co/0GOecChPCw,14886.0,32133.0,31547.0,0.0,United States,Spam,,1
11577,Do everything in love.,0.0,789000.0,216.0,0.0,,Quality,,0
11579,"Da'Monte Coxie officially visits University of Texas San Antonio, considering his options  #news",17534.0,26355.0,39827.0,0.0,United States,Spam,,1
11585,15-year-old suspect on the run after a shooting at the Olathe Walmart https://t.co/iOcoL284Lv,13216.0,25290.0,38862.0,0.0,United States,Spam,,1
11589,New @Telemanmusic video for next single Glory Hallelujah https://www.youtube.com/watch?v=GHig--znEQQ …,0.0,39300.0,,0.0,,Quality,,0
11596,Google Search Console & Google Analytics are Integrating at a Deeper Level | Alex F. - http://klou.tt/1f79wqkbe6ntm  #GoogleAnalytics #Analytics,39900.0,48800.0,26.0,0.0,"Pamplona, Spain",Quality,,0
11612,BREAKING: Sky Sources: Jose Mourinho told that @manutd manager's job is his if Louis Van Gaal leaves this summer. #SSNHQ,0.0,6300000.0,,0.0,England,Quality,,0
11636,Watch @POTUS thank 13 public safety officers for displaying exceptional courage in protecting others from harm:http://go.wh.gov/doJp62,0.0,13300000.0,1003.0,0.0,"Washington, DC",Quality,,0
11641,"£12.99 Floral Purse

10% OFF with code Twitter at http://lyliarose.com/ourshop 
#kprs #womaninbiz #87rtpic.twitter.com/6F8ZiHQoov",26400.0,58800.0,,0.0,"Gloucestershire, South West UK",Quality,,0
11649,CNN in 2050 https://t.co/Jd2cKUPh3Z,42157.0,59742.0,4813.0,0.0,United States,Spam,,1
11655,I support interracial.,0.0,56600.0,1030.0,0.0,outta dis earth,Quality,,0
11664,when ur puppy runs out of energyhttps://vine.co/v/ew6rHiwKFBA,,10000000.0,,0.0,,Quality,,0
11689,Have you voted yet? Tweet a screen shot of your vote to win 2x audience tickets for next series! http://tvchoicemagazine.co.uk/awards/,0.0,101000.0,59.0,0.0,UK,Quality,,0
11699,Fight the good fight of the faith. Take hold of the eternal life to which you were called. -1Tim 6:12,0.0,1690000.0,716.0,0.0,,Quality,,0
11704,Now @amyschumer has the right number of stars https://t.co/CejE2mFIhL,24518.0,69569.0,23544.0,0.0,United States,Spam,,1
11713,ITT Tech students refuse to repay loans in protest over government policy https://t.co/rBFTm08rY8,10073.0,27696.0,42728.0,0.0,United States,Spam,,1
11716,"Attention:

Wala pong Twitter si Wally Bayola.
Retweet and spread his video. Thank you ADN.

#ALDUBLoversInITALYpic.twitter.com/kIF88H6YsJ",0.0,152000.0,,0.0,ofctrendsetter0715@gmail.com,Quality,,0
11733,ITS OUT!!!! :] mv.....soon? :]pic.twitter.com/VaTmL0tf3H,0.0,2320000.0,,0.0,,Quality,,0
11743,"[TEASER] #iKON's #Hanbin Comeback Teaser: ""What are you gonna do tomorrow? I Miss You..."" #ikonyg #ikoncomeback
http://www.ikonyg.com/2016/05/ikons-hanbin-comeback-teaser-what-you.html …",0.0,248000.0,,0.0,,Quality,,0
11745,"Hillary supporters burn American flag, riot and threaten to kill Trump after losing election.  That's exactly why they lost the election! https://t.co/LXyddMJ8ba",48037.0,52400.0,5581.0,0.0,United States,Spam,,1
11749,Your amazing #travelimages and our #socialmedia! #PhotoContest coming soon. Stay tuned! :) #ContestAlertpic.twitter.com/R54fOtWYPC,0.0,1160000.0,18.0,0.0,Delhi-Melbourne-Oakland-London,Quality,,0
11750,You can't hang w us...,976000.0,1820000.0,225.0,0.0,"Minneapolis, MN",Quality,,0
11762,"#ryeowook fansign event in #hongkong 
Details!pic.twitter.com/MAunLF528C",0.0,29000.0,208.0,0.0,Hong Kong,Quality,,0
11766,University of Kansas investigating rape complaint https://t.co/cqEpk7NnM5 #news,5172.0,25363.0,42855.0,0.0,United States,Spam,,1
11767,"TWO cities. TWO world title fights. ONE big weekend of boxing! #BurnsDiRocco #BellewMakabu
 http://bit.ly/1IgELlH https://amp.twimg.com/v/0b78b1dc-76f1-4ba5-a944-9ee195beda86 …",0.0,331000.0,,0.0,,Quality,,0
11769,Free speech on college campuses in the Senate spotlight https://t.co/YGofvKnczv https://t.co/CbPP7jrNBL,4978.0,25694.0,51084.0,0.0,United States,Spam,,1
11770,#SometimesTwitterMakesMe sick for censoring the truth about destructive liberal agenda,21959.0,27078.0,2816.0,0.0,United States,Spam,,1
11780,It's so hard to be a liberal nowadays #LiberalLogic https://t.co/J8LqlTLUYY,28748.0,41869.0,9230.0,0.0,United States,Spam,,1
11782,You cannot find peace by avoiding life.,27800.0,3000000.0,791.0,0.0,Peaceful World,Quality,,0
11798,omg it was picture day today and istg it took them a good hour to position us all in order of heights i wanted to scream,0.0,169000.0,20.0,0.0,on another mentality,Quality,,0
11799,How to get Nina Dobrev's sexy smoky purple eye makeup http://peoplem.ag/R0Gzzic  via @People_Stylepic.twitter.com/vWjNhyPhIR,0.0,7490000.0,,0.0,,Quality,,0
11805,"Congratulations to Michelle and Dinah! Yey, We're so proud of you @michieeeps 
@mainedcm 
#ALDUBLoversInITALYpic.twitter.com/CEAh9Iq6x5",0.0,118000.0,,0.0,Republic of the Philippines,Quality,,0
11813,Son. ......Mmmmmmmmmhttps://twitter.com/Laflaka1907/status/732556129914499073 …,0.0,56700.0,,0.0,,Quality,,0
11816,Second inmate pleads in Hutchinson smuggling case. https://t.co/D3x5widvTb #news,5175.0,25380.0,41937.0,0.0,United States,Spam,,1
11819,Last night by @DeanSherwoodpic.twitter.com/FPcpMq8jbn,32300.0,1760000.0,,0.0,"London, England",Quality,,0
11823,"Spend YOUR Sunday at the #BBMAs with @justinbieber, @DNCE & more! GET TICKETS: http://bit.ly/BBMAsTix pic.twitter.com/4T7APnwjEb",0.0,1920000.0,,0.0,Las Vegas,Quality,,0
11828,There is illusion and then their is delusion...the line in between is called success....,0.0,16300000.0,,0.0,"Maharashtra, India",Quality,,0
11831,Thank GOD soon as I Wake!,0.0,77100.0,33.0,0.0,"Los Angeles,CA x Houston,Tx",Quality,,0
11851,"Guys, let's play a hashtag game! #DescribeObamaWithASongTitle",10773.0,38538.0,12475.0,0.0,United States,Spam,,1
11852,"England select 18 years old Marcus Rashford
#mufc #Rashfordpic.twitter.com/AdTtqJL6o6",0.0,75300.0,90.0,0.0,Hashemite Kingdom of Jordan,Quality,,0
11857,aww tiffany celebrating her win with dancers :') #IJWD1stWinpic.twitter.com/et6RhOJiNm,0.0,25700.0,1116.0,0.0,Maybe someday,Quality,,0
11859,obviously you dickheads,0.0,71100.0,,1.0,Marvin Gardens,Quality,,0
11865,John Legend responds to being called a monkey by paparazzi: Dehumanization has always been a method of racism https://t.co/1b0DHWwopU,21830.0,28833.0,3638.0,0.0,United States,Spam,,1
11866,"Beautiful #Shangri-La,Yunnan Province of #China.pic.twitter.com/yj2rwyfYgy",52000.0,49000.0,24.0,0.0,"Guangxi,China",Quality,,0
11874,Man United tell Jose Mourinho the job is his: Only one thing could scupper deal http://manunitedlatest.com/man-united-tell-jose-mourinho-the-job-is-his-only-one-thing-could-scupper-deal/ …,37900.0,96800.0,4.0,0.0,Manchester,Quality,,0
11877,Come back soon! #PineappleFloat RT @Krista Recapping my stay at @sandalsresorts in Exuma on http://pnappl.me/6013BUKsV  http://pnappl.me/6014BUKsn,0.0,246000.0,6.0,0.0,The Caribbean,Quality,,0
11882,This photo turns me on pic.twitter.com/RxC5bbqPMo,60000.0,76700.0,1017.0,0.0,luke followed me for Christmas,Quality,,0
11884,princess pic.twitter.com/kcoHQuhw81,0.0,28500.0,347.0,0.0,"Bali, Indonesia",Quality,,0
11893,"31 athletes face bans from competing in Rio Olympics after IOC retested 2008 Olympics doping samples — @iocmedia
http://www.olympic.org/news/the-ioc-takes-decisive-action-to-protect-the-clean-athletes-doped-athletes-from-beijing-london-and-sochi-all-targeted/249221 …",0.0,1320000.0,11.0,0.0,,Quality,,0
11901,"A Nigerian court has blocked Wednesday's planned labour strike over petrol price rise
http://bbc.in/27vwuoC pic.twitter.com/UO6e3LLkZ9",0.0,2400000.0,101.0,0.0,,Quality,,0
11903,"God, 

As this week progresses, I pray for focus, motivation, & productivity. That I get my goals accomplished for this week.",0.0,92700.0,1128.0,0.0,"Dallas, TX",Quality,,0
11907,losing people in ur life with good memoriespic.twitter.com/Qt8eAfdy2n,98200.0,867000.0,,0.0,"Colorado, USA",Quality,,0
11918,#Idlib \| Clashes between Tahrir al-Sham and Ahrar al-Sham in Al-Mastoumah village https://t.co/bEQtAgQ71D,10161.0,30272.0,12506.0,0.0,United Kingdom,Spam,,1
11935,also its 9am and im alreadypic.twitter.com/2To7LV9RAr,0.0,9560000.0,,0.0,,Quality,,0
11947,Gucci's new campaign features only Black models and dancers   https://t.co/ol4AO1nvjX,25342.0,37761.0,5154.0,0.0,United States,Spam,,1
11964,"Can B possible only wid Meditation &Selfless Services!As #MSGPreaches.
May MSG give us the power to do it regularlyhttps://twitter.com/iHoneyPie/status/732419632112357376 …",0.0,27300.0,,1.0,Hansi :),Quality,,0
11968,"Hi, could you please check the GPS settings on your phone if this is set to high accuracy mode? Also you can try to.. cont1",0.0,87900.0,,1.0,India,Quality,,0
11978,Success is walking from failure to failure with no loss of enthusiasm. ~Winston Churchill http://goo.gl/fZxQEe  #success,15000.0,32100.0,0.0,0.0,"Kettering, Ohio",Quality,,0
11985,so who's gonna tell herpic.twitter.com/9XfbfKh4Kw,0.0,75500.0,,0.0,L-1485 ♡ 찬수 ♡ 민석 ♡ 지성 ♡ 노민 ♡,Quality,,0
11991,160517 Tiffany at Sukira ~ Kiss the Radio -2- So Cute! #IJWDpic.twitter.com/HlxA88GAK4,0.0,26400.0,618.0,0.0,Bangkok,Quality,,0
11996,You can judge a lot about a person’s character by what they laugh at.,0.0,1920000.0,600.0,0.0,,Quality,,0
11997,The protesters in Fountain Hills are secretly funded by:,17896.0,50277.0,14659.0,0.0,United States,Spam,,1
11999,Out here lookin like your local elementary school librarian pic.twitter.com/6I5igSB9HL,21700.0,6010000.0,,0.0,402-LA,Quality,,0
12012,"Before college: forever alone
After college: forever a loan",0.0,15000000.0,,0.0,Universe,Quality,,0
12015,"160508
FIRE_PHOENIX_GOT7
http://ww4.sinaimg.cn/mw1024/005B2jTNgw1f3ype8znohj316h208drf.jpg …
http://ww4.sinaimg.cn/mw1024/005B2jTNgw1f3ypecjoa1j318s1zcqf4.jpg …
http://ww3.sinaimg.cn/mw1024/005B2jTNgw1f3ypeg7nu8j319420848e.jpg …pic.twitter.com/n4tLJsaEjz",0.0,49800.0,417.0,0.0,,Quality,,0
12018,The founder of TED shares what it takes to build the world's most popular conference http://buff.ly/1rRpz8F pic.twitter.com/eUwiEKaku2,0.0,2320000.0,244.0,0.0,"New York, NY",Quality,,0
12036,Did you know  that this month is  #nationalsmilemonth?  This video from @Monkeywellbeing has made me smile!!  http://www.youtube.com/watch?v=9ex5G5EK8eY&sns=tw …,38400.0,34900.0,10.0,0.0,joan.ponslaplana@nhs.net,Quality,,0
12037,"Germany have announced their provisional 27 man squad for Euro 2016.

#EURO2016
#GERpic.twitter.com/cwdVdfvLwV",0.0,452000.0,493.0,0.0,Worldwide,Quality,,0
12041,#Pot Matters: Criminal Conspiracy. http://bit.ly/1NvFpQp pic.twitter.com/6HdyJgyagG,0.0,701000.0,89.0,0.0,,Quality,,0
12050,".@realDonaldTrump on whether he regrets giving out @LindseyGrahamSC's phone numbr: ""Not at all"" ",6273.0,28043.0,4951.0,0.0,United States,Spam,,1
12052,"[!] A birthday project for #Dahyun! Join us, ONCEs! #TWICE
to donate, open this link:
https://docs.google.com/forms/d/1NKS6IE3REDfEuASufCsZbF4Vzv75gz50NxHzVkUWLdg/viewform?c=0&w=1 …pic.twitter.com/rlDDBYpP4F",0.0,412000.0,,0.0,INTERNATIONAL,Quality,,0
12081,"#BTS took their 1st win in Inkigayo on May 15, 2016! ""Smiling #방탄소년단 with their trophy"".  http://program.sbs.co.kr/pdNote/pdNoteE pic.twitter.com/NPtEaSHZnO",0.0,121000.0,,0.0,"Manila, Philippines",Quality,,0
12088,"Once again, FLAWLESS, @alisanporter. You inspire me. 

Desperado (The Voice Performance) - Single by Alisan Porter https://itun.es/us/f-eBcb",0.0,54700.0,627.0,0.0,Los Angeles/Toronto,Quality,,0
12119,Consumers' Checkbook Finds Savings You May Not Know About https://t.co/MDyANX2JdB https://t.co/FXKjFJ5VRZ,12524.0,32073.0,32856.0,0.0,United States,Spam,,1
12126,US assistant secretary Nuland arrives in Moscow — embassy http://tass.ru/en/world/876236,0.0,52800.0,,0.0,"Moscow, Russia",Quality,,0
12127,"Khan is ""a grim sign of things to come...has already incited division thru race & religion"" http://bit.ly/1TW5o2t pic.twitter.com/pxWd6vIRri",0.0,38000.0,9.0,0.0,"Washington, DC",Quality,,0
12128,Turns out they just needed a few armed math teachers to save JFK...,40050.0,39245.0,1882.0,0.0,United States,Spam,,1
12132,'@xirus112 this is pretty weird',20105.0,47835.0,14162.0,0.0,United States,Spam,,1
12139,.@iamparson so fun!!!!!!!!! i am kind of in zombie mode right now but yolo I guess. lol,16400.0,8070000.0,,1.0,🇨🇺 🇲🇽,Quality,,0
12144,"5 reasons y I care:
1.
2.
3.
4.
5. nigga i dont",0.0,2260000.0,783.0,0.0,,Quality,,0
12154,mum's here so i have to sleep at 11 pm,0.0,28100.0,,0.0,cay; weebes,Quality,,0
12169,"3 dead, at least 5 sickened after Thanksgiving dinner https://t.co/SwJqhgdo7z https://t.co/kJotyGdLpb",4281.0,25357.0,44079.0,0.0,United States,Spam,,1
12170,George RR Martin: Game of Thrones characters die because 'it has to be done'http://trib.al/1x8mDmF,0.0,7620000.0,,0.0,London,Quality,,0
12173,"Starting now via  #whywedoresearch

Dementia research: Let's get it out therepic.twitter.com/4jaOUMIKKl",18200.0,81500.0,,0.0,UK,Quality,,0
12175,Former owner of Illinois hospice pleads guilty to fraud  #health,21159.0,30180.0,27700.0,0.0,United States,Spam,,1
12185,Police: Citizens Detain Bank Robber in Downtown DC https://t.co/bvLg9cAM2T https://t.co/522WKYP3V2,13220.0,31928.0,30907.0,0.0,United States,Spam,,1
12194,"Obama is trying to set the world on fire, 22 days before leaving office. Expels 35 Russian diplomats despite no evidence of hacking.",62834.0,63307.0,6317.0,0.0,United States,Spam,,1
12195,Trump said he would impose a 45 percent tax on Chinese goods. Then he denied it in the debate.  #politics,16661.0,29543.0,25612.0,0.0,United States,Spam,,1
12197,GOP lawmakers upset by gag rule memo to Health employees https://t.co/RGZ0MPgteH https://t.co/JYoM6tceg4,4997.0,25810.0,49733.0,0.0,United States,Spam,,1
12201,Have a big #ShawnWorldTour announcement in a few minutes !,58400.0,21400000.0,,0.0,,Quality,,0
12209,"I can say this since I don't work on it now, but Season 5 of Veep is amazing. Hats off to @DavidHMandel and his funny funny team. #VeepHBO",0.0,598000.0,431.0,0.0,,Quality,,0
12210,Trumps tease of possible Comey tapes fits familiar pattern https://t.co/Xt4MfQwvEL https://t.co/QrTBEqHQ2L,5078.0,25690.0,51152.0,0.0,United States,Spam,,1
12233,Excerpts from recent South Dakota editorials  #business #news,18966.0,29337.0,25218.0,0.0,United States,Spam,,1
12243,"""@AprilLaJune: OREGON votes today! Go vote for @realDonaldTrump and kick it BIG TIME! pic.twitter.com/SLYwyM8w1D""",0.0,59200000.0,,0.0,"Washington, DC",Quality,,0
12250,That's more like it... #WetheOther #RTZpic.twitter.com/UueKtRItCd,0.0,46300.0,,0.0,Toronto,Quality,,0
12258,Meet the Arsenal footballer who is developing a biotech company http://on.ft.com/1TUKvC4 pic.twitter.com/JJGVmQh35m,0.0,3500000.0,954.0,0.0,London,Quality,,0
12259,~+~THIS TWEET CONTAINS 100% PURE ENERGY~+~ PLEASE ENJOY ~+~,189000.0,196000.0,192.0,0.0,planet earth,Quality,,0
12265,"#FreeLolita #Blackfish After an 85 day journey across USA, Hugo performed 2 yrs in MSQ CelebrityPool via ~OrcaSOSpic.twitter.com/QDwmKWuUJx",33700.0,28300.0,0.0,0.0,"England, United Kingdom",Quality,,0
12268,i watched deadpool on the plane for the first time and no offense but i'd fuck ajax til i die,0.0,30800.0,173.0,0.0,PA (ʃƪ ˘ ³˘),Quality,,0
12275,@CaseyMoreta YES. YOU HAVE BEEN CONVERTED!!!!,14700.0,10500000.0,,1.0,,Quality,,0
12276,This bluetooth tampon is the smartest thing you can put in your vagina http://gizmo.do/NkLULw0 pic.twitter.com/FKVUvBOEuo,0.0,2880000.0,169.0,0.0,,Quality,,0
12290,Fire damages Land Rover dealership in Metairie as parade rolls  https://t.co/fYdAVluzWw https://t.co/NMsWXUwHzc,18606.0,26291.0,40505.0,0.0,United States,Spam,,1
12326,NO YOU'RE ILLEGAL  http://img2.sbs.co.kr/img/sbs/RO/2016/05/16/RO23452819_w900_h1405.png … http://img2.sbs.co.kr/img/sbs/RO/2016/05/16/RO48315832_w900_h1405.png … http://img2.sbs.co.kr/img/sbs/RO/2016/05/16/RO72387215_w900_h1405.png … http://img2.sbs.co.kr/img/sbs/RO/2016/05/16/RO34701216_w900_h1405.png …pic.twitter.com/Z7XYo23H53,0.0,30700.0,,0.0,SNSD PINK OCEAN PARADISE,Quality,,0
12327,"Claim your girl, love your girl, do your girl, spoil your girl, be faithful to your girl, trust your girl, & she will stay your girl.",64800.0,79400.0,123.0,0.0,*Parody Account to Inspire*,Quality,,0
12331,"Don't rush me to get ready, especially when I'm in the middle of doing my makeup, I will NOT attend whatever the event is lol",0.0,219000.0,,0.0,CA,Quality,,0
12332,Planned Parenthood sues Idaho over abortion laws  #health,28968.0,29132.0,23331.0,0.0,United States,Spam,,1
12353,"Instead of Hillary shattering the Glass Ceiling, Donald Trump shattered the Blue Wall  Thank God He Won! https://t.co/eKf4TTmkHD",29269.0,29742.0,2388.0,0.0,United States,Spam,,1
12356,sigh always so humble :') #IJWD1stWinpic.twitter.com/xH85vtF3ez,0.0,25700.0,282.0,0.0,Maybe someday,Quality,,0
12370,"KC police break up fights between Chiefs, Raiders fans https://t.co/OSZK7A9bxI https://t.co/grdW7uDe2h",4275.0,25330.0,44489.0,0.0,United States,Spam,,1
12391,"How can Crooked Hillary put her husband in charge of the economy when he was responsible for NAFTA, the worst economic deal in U.S. history?",0.0,59200000.0,,0.0,"Washington, DC",Quality,,0
12400,Students @SavoyElementary & @AmidonBowen show off their US geography skills in the Spring @GeoPlunge Tournament.pic.twitter.com/fS6re8fbIG,0.0,67200.0,27.0,0.0,"Washington, DC",Quality,,0
12404,"Taehyung version too!Our memes!I feel like dancing!haha #태형
""dopejeon: meme meme meme 
cc:jinxing dt:jurassica https://vine.co/v/idLllE6ntdJ",0.0,52400.0,,0.0,"London, England",Quality,,0
12413,I could bet there are cards with tips on Shariah law inside. What do you think? https://t.co/oLIWBs8U1J,10046.0,38072.0,12145.0,0.0,United States,Spam,,1
12416,"Please celebrate #TAEYANG's Birthday together
Read steps and join to event 

# HAPPYTAEYANGDAY 
# HAPPYBAEBAEDAYpic.twitter.com/d7L2DGDKhH",0.0,72400.0,,0.0,I ❤YB 우린 우주,Quality,,0
12418,"Looking to find the launch city for your startup? Check out Detroit! 

More from @Inc: http://bit.ly/1TSYOu8 pic.twitter.com/AKNqmmlgTs",0.0,29600.0,,0.0,"Detroit, Michigan",Quality,,0
12426,BREAKING: Jose Mourinho told that Manchester United job is his if Louis Van Gaal leaves this summer. (Sky Sports)pic.twitter.com/lyWEmEcNOx,0.0,247000.0,391.0,0.0,UK,Quality,,0
12435,You come into your room and see this. What do you do? https://t.co/rwJlD6imNZ,9505.0,38360.0,12437.0,0.0,United States,Spam,,1
12446,Thank you for presenting at yesterday's #DofE Buckingham Palace Gold Award Presentation @ronanofficial. Hope you enjoyed it! #WeAreDofE,0.0,29700.0,,0.0,"Windsor, UK.",Quality,,0
12453,I'm Just So Inspired.,0.0,441000.0,,0.0,"Johns Creek, GA",Quality,,0
12456,Manchester United arrive at Old Trafford amid heightened security ahead of Bournemouth clash http://manutdnewsfeed.com/?p=39723,13800.0,131000.0,,0.0,,Quality,,0
12458,Nike really gave LeBron James a billion dollar sneaker deal: http://trib.al/55VBwFt pic.twitter.com/bxP6CVHPw6,0.0,1580000.0,,0.0,New York,Quality,,0
12467,LISTEN: An update on Mourinho's situation. If Van Gaal leaves Mourinho will be given the Man United job. #SSNHQhttp://snpy.tv/27vEV3d,0.0,6300000.0,,0.0,England,Quality,,0
12471,Today marks the anniversary of #BrownVBoard. My post on @Medium -  https://medium.com/@SenatorTimScott/the-importance-of-the-brown-v-board-of-education-decision-a66c65d0f676#.4fjb0n4qz …pic.twitter.com/v7QlBN2YOj,0.0,376000.0,56.0,0.0,,Quality,,0
12474,"#OnThisDay in 2000, Galatasaray won the UEFA Cup after beating Arsenal 4-1 on penalties in the final in Copenhagen.pic.twitter.com/Tn27pMlW92",0.0,5710000.0,,0.0,"Nyon, Switzerland",Quality,,0
12477,I met Bradman many times.. He loved the ODI's! He would've played T20 cricket if it was around. Big  for the DONhttps://twitter.com/sand_shifter/status/732522750443552769 …,0.0,256000.0,57.0,0.0,,Quality,,0
12484,"Is Delhi Turning Away from the BJP?

http://www.thecitizen.in/index.php/OldNewsPage/?Id=7725&Is/Delhi/Turning/Away/from/the/BJP …pic.twitter.com/lAnMBqkjPp",0.0,120000.0,727.0,0.0,India,Quality,,0
12488,"UK foreign spy agency flies rainbow flag, says diversity gives it edge http://reut.rs/1TkpN2B pic.twitter.com/CxjcQH1ls9",0.0,20300000.0,136.0,0.0,Around the world,Quality,,0
12496,SteelerNation lets make 7 our mission #win1,0.0,1400000.0,,0.0,cmelike,Quality,,0
12500,Lindsborg man charged with traveling to foreign country for sex with minor https://t.co/MJ3Ai9vYuD #news,13855.0,25375.0,40034.0,0.0,United States,Spam,,1
12501,God always gives us unexpected blessings.,0.0,409000.0,,0.0,,Quality,,0
12522,Life is too short to waste one single second with someone who doesn't appreciate and value you.,0.0,542000.0,1284.0,0.0,Turn Your Notification On.!!!,Quality,,0
12523,"""We gotta really make sure we follow the gameplan to a T."" - @Klow7 at morning shootaround in Cleveland.pic.twitter.com/u8f66Evv2t",15700.0,1780000.0,343.0,0.0,"Toronto, ON",Quality,,0
12532,"Meet Maverick Carter (@mavcarter), the man behind LeBron's billion dollar Nike deal http://gq.mn/cT3yfw5 pic.twitter.com/AJ979w6Hhv",0.0,418000.0,,0.0,,Quality,,0
12533,"Pops in Seoul  K-pop Top 10 051316
Singles - #7 #불타오르네
Album-#1 #화양연화YoungForever
#8 #화양연화Pt1
#9 #화양연화Pt2
#방탄소년단pic.twitter.com/GwPa8np1Mi",0.0,452000.0,,0.0,,Quality,,0
12535,"[HAPPY BIRTHDAY TAEYANG]
originally posted by http://yg-life.com 
@Realtaeyang #HAPPYTAEYANGDAY #HAPPYBAEBAEDAYpic.twitter.com/Lib0qxwsyr",0.0,5050000.0,,0.0,"Seoul, Korea",Quality,,0
12539,"Yes, what this means is that the lazy, self-congratulatory phase on governance must end & real reform should beginhttps://twitter.com/udaykotak/status/732410179120037888 …",0.0,2070000.0,565.0,0.0,sg@ThePrint.in,Quality,,0
12541,"Girl burned in small explosion on Universal ride, newspaper reports https://t.co/amnEoLkYIY",7181.0,27655.0,42420.0,0.0,United States,Spam,,1
12543,Do me.,0.0,35100.0,,0.0,,Quality,,0
12556,"Surprise, Surprise: Bernie #Sanders Zealots Turn Another Democratic Event Into Chaos http://thedailybanter.com//2016/05/sanders-nevada-democratic-convention-chaos/ … via @thedailybanter",46800.0,62200.0,,0.0,"New York, New York",Quality,,0
12559,"Before college: forever alone
After college: forever a loan",0.0,15000000.0,,0.0,Universe,Quality,,0
12573,do you ever feel the need to ask someone if they actually still want you in their life because it always feels like they don't really care.,0.0,338000.0,,0.0,worldwide,Quality,,0
12575,".@realDonaldTrump: ""I cherish women"" unlike @JebBush http://t.co/B4khdI1eQs",8116.0,30819.0,6945.0,0.0,United States,Spam,,1
12583,The images that aren't shown on TV https://t.co/HWWBFVbKWo,29173.0,39877.0,5566.0,0.0,United States,Spam,,1
12586,Focused on myself.,0.0,259000.0,,0.0,Trillsammy.com,Quality,,0
12593,"Eagles co-founder Glenn Frey, who sang 'Take It Easy,' dies  #business #news",18237.0,29632.0,25809.0,0.0,United States,Spam,,1
12607,Music that can give a first impression of “Tiffany” through her first solo album,0.0,29100.0,,0.0,small red dot,Quality,,0
12610,Letter to Wichita woman: This neighborhood does not need any blacks in it https://t.co/7070vIc6R9 #news,7500.0,25398.0,42302.0,0.0,United States,Spam,,1
12617,"Did This Modern Family Star Grow Up Too Fast?
http://factissues.com/02067c96434312",84800.0,125000.0,13.0,0.0,[#1 Fan/Parody Account],Quality,,0
12619,"#GenerousMSG has adopted orphans, leprosy patients, prostitutes, transgenders etc. as his own children 
Thank you Dr. @Gurmeetramrahim Ji",0.0,347000.0,,0.0,"Sirsa, India",Quality,,0
12629,Tomorrow. Toronto.pic.twitter.com/zWubYHdiNH,297000.0,105000000.0,,0.0,,Quality,,0
12637,Mү best friend's problems are mү problems.,17900.0,36200.0,28.0,0.0,,Quality,,0
12642,Hot and humid summer days ahead https://t.co/HerLjvjIVf https://t.co/BnE5sNlJzF,5942.0,25807.0,51807.0,0.0,United States,Spam,,1
12645,"NASA balloon launched and is on a potentially record-breaking, around-the-world flight!: https://flic.kr/s/aHskwFJHhu pic.twitter.com/CTDGsE2b9N",0.0,449000.0,,0.0,NASA Goddard Space Flight Ctr,Quality,,0
